"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"302",100,1426,"R_339zVBVADIQDIqZ",1,"list","","","Over the past week, I've been grateful for the support of loved ones, the chance to enjoy nature, delicious meals shared with family, a captivating book, and moments of laughter and joy.","","","","","",4,5,"Online Emotions and Beliefs Study","Belief",1,"Yes",1,2,2,"","","USA_02c"
"303",100,1583,"R_3rSaPFYdpU7lNhw",1,"sub","","","","","","","I'm thankful for spending time with my family.
I'm grateful for a very understanding boyfriend.
I'm grateful for my toddler nephew for making me an aunt. 
I'm thankful for friends I can talk to. 
I'm thankful for my dog who is my best friend.

I would be devastated if my boyfriend was not a part of my life. I am able to talk to him about anything and everything and we learn and grow so much with each other.","",4,5,"How do we feel about helping others","We're more likely to help those close to us than strangers",2,"",1,2,2,"","n/a","USA_02c"
"304",100,1414,"R_1sSGbiWQfqMcJ14",1,"text","","","","","Hey-- I just wanted to let you know that I appreciate how good you are about making plans & getting people together to do fun things. You really have a talent for including people :-)","","","",4,4,"whether priming someone to feel gratitude impacts their attitudes","not sure",1,"I do. ",1,2,2,"","","USA_02c"
"305",100,1422,"R_1JVemXRUkL73ekH",1,"god.letter","","","","","","","","Dear Creator,
Thank you for your constant assistance a guiding me through the aging process. As you know, it has been physically difficult for me. However, the spiritual side of aging has been phenominal. Please continue to help me through the challenges and help me become more ambulatory. I promise to do more for others when I am physically better.",4,5,"Emotions, loyalty","Not certain - loyalty, willingness to help and share?",2,"",1,2,2,"","none","USA_02c"
"306",100,1226,"R_6a8eFiz19RwWBsE",1,"events","I got pretty high yesterday, that was fun. I also called my doctors to set up some specialist referrals. I also emailed my advisor for vocational rehabilitation. I also spent time with my wife. I also played games with my friends.","","","","","","","",4,5,"Unsure","Unsure",2,"",3,2,2,"","","USA_02c"
"307",100,1496,"R_7FLF3uwVJqQWjg2",1,"int.events","","I don't think I can come up with five from the past day. But, I was walking when the thunder clapped above and I realized I needed to turn around and go home cause it was going to rain. That one happened for real. Less fun to read, I assume, is that I found grass in my running shoes, and I had to clean it out. Another is that I went to make a salad yesterday, but found I only had half the greens that I needed for a salad, so I happily partook of a sausage with my lunch! Also, I was stuck in traffic for an extra hour yesterday, but caught up on a podcast I've been meaning to listen to.","","","","","","",4,5,"empathy","I assume it's part of a larger set of surveys where you are learning about human virtue",1,"Yes, it increases my gratitude whenever I focus on it. Writing is particularly helpful since you see what you are grateful for as you write it. There is often more time when doing so where you can also image it in your mine.",1,2,2,"","Nope! Thanks, beautiful people! ","USA_02c"
"308",100,1477,"R_6qWASoZJXFXaH8b",1,"measure","","","","","","","","",4,5,"There seemed to be a complex interaction of traits and factors, really.  ","Well one would be how much help people are willing to give to friends, depending on how they feel about them.",1,"Yeah, actually.  I think focusing on being grateful is worth the effort, and I still have to/try to remind myself to do so.  Even just today I stopped myself and tried to reframe a situation that I was a little sad about.",1,2,2,"","It just felt like a lot of different things going on.  But I'm not sure how to add structure or guidelines to it without maybe spoiling some of the point of the study.","USA_02c"
"309",100,1424,"R_73l1W7eLM3WEQYl",1,"hk.list","","","","","","Last week, I had a great time playing at the park with my friends. I received fun and laughter from playing games with them. I gave my time and energy to make sure everyone had a good time. Next time, I could invite more friends to make it even more fun.

I also enjoyed eating a yummy dinner with my family. I received a delicious meal and nice family time. I helped set the table and cleaned up after dinner. Next time, I could help cook the meal to show more gratitude.

Finally, I was very happy to get a good review on my work project. I received praise from my director and felt proud of my hard work. I gave my best effort and spent time preparing my presentation. In the future, I could help a co worker with their project if they need help.

","","",4,5,"perceptions and feelings in different family situations and closeness to people in general","We are closer lovingly to those we know and cherish",1,"yes",1,2,2,"","no","USA_02c"
"310",100,1512,"R_6cqIZSBdRYIZ0WI",1,"list","","","Five things to be grateful for within the last week: 
- A roof over my head and comfortable home. 
- Not worrying where my next meal is coming from. 
- Community that I can lean on and spend time with (friends/family) 
- My health, my body is able to do any activity it pleases. 
- Free time. I am thankful to have downtime that I can spend on hobbies, interests, or nothing at all. ","","","","","",4,4,"Emotions and Beliefs ","How different social situations makes someone feel. ",1,"Yes, but had a hard time staying consistent. ",1,2,2,"","","USA_02c"
"311",100,1416,"R_1dFieJZxyzlWQsA",1,"list","","","I am grateful for my family.
I am grateful for my home.
I am grateful I live in the country.
I am grateful I can care for my cats.
I am grateful I have time to enjoy a good story.","","","","","",4,5,"Relationships?","How personality reflects relationships?",2,"",3,2,2,"","","USA_02c"
"312",100,1586,"R_7U1FFeZYDIkVHO1",1,"int.events","","My first event was seeing a very pretty butterfly on the side of my building, which affected me quite positively. It seemed like the first butterfly of summer and it was very beautiful and brightened up my day. The second event was hearing that my building had opened the pool, which was very good because it's 80 degrees here today, so that made me happy because I now have a way to cool off. Another event in the past 24 hours was I found out that on a video game I play, they have partnered with another video game series that's actually my favorite series, releasing new skins in conjunction with that, so that has affected me by reeling me back into playing the game to earn those skins. A 4th event would be my cat throwing up last night, it affected me by being worried about her but she does do that occasionally, and it could have been from her eating too fast (which is what the vet said last time it happened), so we are waiting and seeing if she does it again and then we will call the vet again. A 5th event that happened was me trying to publish something for my club I'm in as part of my University, however I didn't have the right permissions to do so, and upon telling the President of the club this, they said they would figure it out but haven't yet, which affected me by annoying me, as our next meeting is tonight and the issue hasn't been resolved. ","","","","","","",4,5,"How writing down events/how the events affected you affects your perception of your life, including gratitude and religious beliefs.","That writing positive events makes you more grateful, and writing about negative events makes you less grateful in life.",2,"",3,2,2,"","I don't have any feedback to help improve the study at this time, however it was an interesting study.","USA_02c"
"313",100,1622,"R_39hpM88CxumLTeQ",1,"int.events","","This is actually kind of hard, because I don't have that interesting of a life. The most interesting things I did probably was talk to my boyfriend. He works away from home, so we spend most of the time talking online. We were settling on a day that he's going to come back home to visit, and that was exciting. 

Another interesting thing, my autistic son said ""kisses"" for the first time -- he is speech delayed, so I was surprised by that. 

I did my nails myself, and followed a guide online on shaping them in a way that I normally don't that was in another language (Polish, I think) that I don't speak, and it was fun to follow along visually. They also turned out fairly well for a first attempt. 

I made a new recipe last night for my dinner, a spicy Thai peanut noodle soup, which was pretty good. Not as spicy as I would have liked, but it gave me some ideas that I wrote down in my recipe journal. 

I celebrated a small victory in my sobriety yesterday. I managed to stay entirely sober for a week, sans nicotine, which is a step in the right direction. ","","","","","","",4,5,"emotional perception on your life and social life","I honestly have zero clue. ",1,"Nope. Not in the slightest.",2,2,2,"","Nope :) This was one of the more concisely designed studies I've done. ","USA_02c"
